지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심적설(cm),평균 지면온도(°C),최저 초상온도(°C)
119,2017-12-13,-7.2,-11.3,-1.9,,,7,4.4,340,857,1.8,-18.8,23,1332,40.6,1.4,1028.2,1033.8,2317,1031.2,1,1032.7,9.6,9,1200,1.54,8.92,,,-5.1,-12.3
119,2017-12-14,-5.8,-11.5,-0.6,,,4.3,2.7,110,911,0.8,-15,28,1336,50.8,1.9,1027.8,1034.4,822,1030.4,1516,1032.3,9.6,4.2,1100,1.11,6,,,-4,-12.5
119,2017-12-15,-2.6,-8.6,1.6,0.92,0,5.4,3.7,320,2332,0.8,-11.1,29,1435,55,2.7,1022.9,1031.1,206,1024.4,1659,1027.2,9.6,0.7,1100,0.7,4.14,,,-2.3,-9.8
119,2017-12-16,-4.4,-7.3,-0.9,,,8.4,5.1,320,2125,2.9,-15.3,24,1318,44.9,2,1023.6,1031.1,2328,1026,1454,1028,9.6,8.4,1200,1.44,7.74,,,-4,-8.2
119,2017-12-17,-5.7,-11,-0.7,0.17,0,8.2,4.5,320,48,1.7,-15.7,25,1126,46.9,1.9,1026.8,1033,1004,1029.7,1437,1031.2,9.6,8.9,1200,1.48,8.49,,,-5.2,-12.6
119,2017-12-18,0.5,-5.4,6.6,11.73,1.2,10.3,6.2,340,2341,2.1,-4.5,44,1520,71,4.4,1022.8,1030.7,1,1024.4,1512,1027.2,9.6,4.3,1200,1.23,5.36,2,2,-1,-5.5
119,2017-12-19,-3.4,-7.7,0.5,,,9.6,5.8,340,812,2.2,-13,20,1353,50.4,2.3,1027.6,1033.9,1038,1028.5,1,1032,9.6,8.6,1200,1.51,8.62,,,-3.5,-9.2
119,2017-12-20,-2.3,-9.3,2.7,2.33,1.1,7.1,3.7,230,1924,1.6,-6.3,39,1229,75.9,4.1,1026.8,1034.2,231,1028.9,1725,1031.3,9.6,2.4,1200,1.12,4.48,0.6,0.6,-2.7,-10.6
119,2017-12-21,-2,-6.2,4.1,,,3.9,2.3,290,242,1,-3.8,52,1447,88.8,4.6,1027.3,1034.2,1031,1029.8,2241,1031.7,9.6,5.5,1200,1.52,6.8,,0.6,-1.6,-8.2
119,2017-12-22,2.5,-4.2,7.9,,,4.3,2.7,180,1404,1.1,-1.3,59,1459,77.3,5.6,1022.4,1029.8,1,1024.7,1501,1026.7,9.6,4,1100,1.21,5.19,,,-0.8,-6.3
119,2017-12-23,4,1.9,9,,,3.5,1.8,270,1626,0.6,2.5,73,1508,91.1,7.3,1018.8,1025.6,1023,1021.3,1535,1023.1,9.6,0.7,1400,0.53,3,,,0.3,-0.7
119,2017-12-24,3,-0.3,5.2,10.18,17,7.9,5,320,1625,1.8,1.8,69,2359,92.3,7.1,1009.9,1021.4,1,1008,1325,1014.1,9.6,0,1300,0.25,0.98,,,0.2,-1.2
119,2017-12-25,-1.8,-4.6,1.9,1.88,0,8.1,5.1,270,1424,2.5,-11.4,29,1608,48.9,2.6,1019.2,1025.4,1019,1017.7,1,1023.6,9.6,8.8,1200,1.5,8.67,,,-0.8,-5.4
119,2017-12-26,-3.3,-7.3,1.1,1.08,0,9.8,6.2,270,1308,2.8,-14,20,1500,50.6,2.5,1021.8,1030.1,2351,1023.4,133,1026.2,9.6,8.7,1200,1.52,8.85,,,-1.9,-7.8
119,2017-12-27,-6,-9.5,-1.6,,,6.7,3.9,320,13,1.8,-18.8,19,1211,37.1,1.4,1026.3,1032.4,1040,1029.7,144,1030.7,9.6,8.9,1200,1.48,8.63,,,-3.4,-10.6
119,2017-12-28,-1,-8.4,3.4,0.33,0,6.2,3.9,340,1534,1,-10.3,31,1008,49.9,2.9,1025.9,1032.6,945,1028.1,2023,1030.3,9.6,5.3,1100,1.18,6.19,,,-1.2,-9.4
119,2017-12-29,1.9,-2.3,7.8,,,4.8,3.1,290,1325,1.1,-2.6,54,1354,73.5,5.1,1023.1,1028.7,2227,1026,1344,1027.4,9.6,1,1300,0.97,4.42,,,0,-4.1
119,2017-12-30,1.5,-2.8,4.8,7.08,3.3,4.2,3,180,1204,1,-0.1,67,1251,90,6.1,1020.6,1028.3,731,1021.7,2347,1024.9,9.6,0.4,1200,1.04,3.57,0.1,0.1,-0.2,-4.4
119,2017-12-31,0.7,-2.1,5.1,2.07,0.5,8.2,4.6,270,1310,2.4,-7,28,1515,60.6,3.9,1019.7,1026.6,2341,1021.5,18,1024,9.6,8.3,1200,1.46,8.21,0,0.1,-0.2,-3.9
